Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
2827,1093,34,Beautiful dress but too dark,"I was very excited about receiving this dress. unfortunately i was a little disappointed when i opened the package, as the color was darker than on the picture.
i live in florida where the sun is always shining and although this dress has a beautiful simple design, it isn't for me as the color is too ""winter"".",3,0,1,General Petite,Dresses,Dresses
2830,1050,67,Great pants,"When i saw that these were on sale, i was actually going to order another pair as i have really been enjoying them and wear them quite a bit. unfortunately, the large that i take is sold out otherwise i would own two pairs. although these are called lounge pants, i put them together with white or black accessories and have worn them everywhere. since my legs are not long, i did have to shorten and they are still a bit longer on me than the model. however, it was well worth it.",5,1,0,General Petite,Bottoms,Pants
2834,1004,43,Eh...,"This skirt looks/lays exactly like the photo. i bought a size small and i usually wear a size 4. it was maybe a smidge big, but nothing that affected the look of the skirt. the material reminded me of felt/wool mixed together, almost like sunday school felt cut outs (but stiffer) (not a fan).. i was underwhelmed - it looked plain and simple, and the color washed me out. definitely not worth the price (for me anyways). good luck!",2,0,6,General,Bottoms,Skirts
2843,20,34,Classy black dress,"My husband bought this for my birthday. i love that it can be dressed up or worn for a more fun occasion.

i'm a tad small up top, so it fits a little too loose up there, but other than that it fits great. i'm considering getting it altered just because i love it so much.",4,1,0,General,Dresses,Dresses
2844,1125,39,Love it!,"If i could tell you how many compliments i got on with this coat, i would end up writing a book. this coat is beautiful, fits like a glove. i got the size 4, went into the store to try it on to make sure it fit right and tried on both the 4 and 6. i'm typically a 2, so i guess i went a size up. this coat is striking and the colors are beautiful.",5,1,0,General,Jackets,Outerwear
2846,212,34,Beautiful. great quality. low cut bottom :/,I was so stoked about this swim suit.  i bought it for mine and and my husband's anniversary trip.  it didn't disappoint.  it was gorgeous.  amazing quality. fabulous on.  unfortunately in my case though - the bottom is incredibly low cut and showed my c-section scar. so it had to go back :(,5,1,1,Initmates,Intimate,Swim
2848,429,23,Pretty but poor quality,When these shorts arrived i loved them and was so excited to wear them on my upcoming trip to the beach. the high rise waist is very flattering and the material was extremely soft. the floral detailing was a little more orange than in the picture but i still loved the contrast. the first time i wore these i immediately noticed threads coming loose throughout the day. it was minor but still concerning for an item that was so costly. the real problem arose in the evening when i put on a jacket on,3,0,3,General,Bottoms,Shorts
2858,573,39,A-mazing!!!!!,"Love this dress! paid full price and completely worth it. fit tts for me- i'm 5'8"" 135 lbs., with a slim upper body so i had no issues with the neck being tight. definitely would be braless or need a strapless bra. gorgeous material, light and breezy dress. best retailer purchase in a long time!",5,1,4,General Petite,Trend,Trend
2899,890,66,Statement piece,"Beautifully made, designer sweater. and it's soft and comfortable. i decided to return because it's just too much for my body.  the fringe, which is quite long, overwhelmed my shape and i looked much larger than i am. the color is true white. the knit itself is fuzzy. it closes with a single button on the placket at the neckline. although not for me, i do recommend.",4,1,0,General,Tops,Fine gauge
2946,288,48,Beautiful and comfortable!,"There may be no inner lining, but it is a gorgeous bra! and so comfortable! the straps and well make and sturdy and the detailing is stunning. it is absolutely true to size. 34c fit like a glove. a winner!",5,1,1,Initmates,Intimate,Intimates
2949,1090,34,Beautiful dress for spring,"I bought this dress for an awards ceremony, and couldn't be more pleased. the quality and detailing on the dress are great, and the hidden side zipper makes the dress easy to put on. i love that it's machine washable on a delicate setting. i've already worn it twice, and can't wait to wear it again for easter.",5,1,5,General Petite,Dresses,Dresses
2995,999,34,Love it!,"Stunning! i got about 6 compliments the day i wore it. 2 different men i barely know said ""you're really rocking that outfit."" 

i wish they made this in petite as the xs is slightly big (i'm 5'3"" 106 lbs) but i kept it anyway since i'm both a little underweight right now and also since i was able to roll the top so that it was an appropriate length to wear with flats. 

i paired with a denim shirt- perfection.",5,1,0,General,Bottoms,Skirts
2997,302,32,Cute top,This top is very cute but runs large. i am a 32b and i had to take the xsmall. the back of the bathing suit only has one slot for closing it up so you can't adjust it.,5,1,0,Initmates,Intimate,Swim
3041,781,35,Great fit casual wear,"These are nice dusty rose pants. they have a great textured design on them. they will look nice with a plain white tee or chambray shirt for brunch! i will say they are not soft like sweatpants, definitely feel like a poly-blend but the look makes up for it. the material is a little on the thin side and they are not lined....but not see-through either.",5,1,1,Initmates,Intimate,Lounge
3053,505,26,Love it!,These little shorts have become my favorite. they are so sweet and feminine and very comfortable. the fabric washes very well,4,1,0,Initmates,Intimate,Sleep
3073,374,49,A zip-up jacket with a little extra style,"Like the other reviewer mentioned, this jacket has a very trim fit, so size up if you want any extra wiggle room or are not a fan of snug clothing. i liked the warm neutral color and the gathered ruched detail up the front. ultimately i did not buy it due to the sleeves being a bit long and the style more body-hugging than what i was looking for. but it is comfortable and a nice twist on a classic.",4,1,4,General Petite,Intimate,Lounge
3074,153,42,Love it!,"I wanted to love these, but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute, but unfortunately must go back for me.",3,0,0,Initmates,Intimate,Legwear
3105,906,38,Love it!,The perfect cardigan for transitional seasons! i live in southern vermont and i can already tell this cardigan will be in heavy rotation during the summer to fall and spring to winter transition times. has such a cute back detailing that gives you a break from your common cardigans. great quality. i'm 126 lbs 5'4 and i got the small petite and is perfect if you want it to be slightly loose but not swimming in it!,4,1,0,General Petite,Tops,Fine gauge
3108,285,22,Love it!,"It seemed to stay in place and did not require constant readjustment. however, i found the band to be extremely small and tight. it is not the most comfortable bra because of the way the band just presses into your skin.",1,0,2,Initmates,Intimate,Intimates
